dept,wk_date,total_sales,avg_temp,day_of_week
91.0,2012-09-14,1539336.8199999998,70.23822222222222,Friday
40.0,2010-07-09,1927726.5299999998,78.91244444444443,Friday
40.0,2010-04-16,2046378.5199999998,58.021111111111104,Friday
90.0,2011-02-25,1956634.4300000002,43.15533333333333,Friday
13.0,2011-05-27,1315046.46,69.53222222222222,Friday
8.0,2011-07-01,1387758.1500000001,78.75911111111111,Friday
91.0,2011-07-22,1468980.2,82.17644444444444,Friday
72.0,2011-10-14,1762726.3599999999,62.26095238095238,Friday
38.0,2010-03-05,2968993.16,42.91733333333334,Friday
92.0,2010-04-02,3290226.59,53.12088888888888,Friday
92.0,2010-07-16,3096905.9799999995,80.40844444444444,Friday
40.0,2010-09-10,1996056.71,72.44977777777778,Friday
92.0,2010-10-29,3034276.2600000002,59.18577777777778,Friday
92.0,2011-03-25,3032727.12,51.60866666666665,Friday
2.0,2011-12-02,1932328.4000000001,45.922,Friday
8.0,2010-08-13,1286355.09,79.48244444444444,Friday
72.0,2010-09-17,1829275.1699999997,70.20166666666665,Friday
13.0,2011-09-23,1378641.95,68.67133333333335,Friday
72.0,2010-07-02,1796072.6099999999,76.15714285714286,Friday
13.0,2010-09-10,1519848.8699999999,72.44977777777778,Friday
40.0,2011-03-18,2061069.1599999997,52.97644444444443,Friday
92.0,2011-07-15,3244024.3299999996,79.96711111111112,Friday
2.0,2011-11-04,1901037.62,49.2,Friday
38.0,2011-03-18,2639910.41,52.97644444444443,Friday
92.0,2011-10-07,3881033.6100000003,63.03644444444444,Friday
2.0,2010-04-02,1957167.6600000001,53.12088888888888,Friday
92.0,2011-06-03,3142744.0199999996,73.37422222222222,Friday
2.0,2011-08-26,2126825.51,80.162,Friday
40.0,2010-12-24,2216587.6799999997,41.17733333333334,Friday
90.0,2011-02-04,2205891.01,30.48088888888889,Friday
8.0,2011-01-28,1277978.57,34.06444444444445,Friday
91.0,2011-04-01,1462436.47,48.73644444444445,Friday
